Frequency (B) (Hz),Peak to peak (A) (V),Normalized Peak to Peak (A) (V) ,Peak to peak (B) (V),"Phase (A, B) (°)",,,
42002.69,0.2273263,0.877547798,0.7828302,291.3993,,,
42002.69,0.2273263,0.877547798,0.7783288,295.203,,,
42002.69,0.2290903,0.884357368,0.7828302,295.7534,,,
42002.69,0.2273263,0.877547798,0.7873318,293.1389,,,
42006.46,0.2273263,0.877547798,0.7828302,294.6629,,,
42002.69,0.2255684,0.870761776,0.7828302,295.2027,,,
42002.69,0.2308542,0.891166552,0.7873318,290.2413,,,
42002.69,0.2273263,0.877547798,0.7828303,292.2413,,,
42002.69,0.2273263,0.877547798,0.7828302,291.3996,,,
42006.46,0.2273263,0.877547798,0.7828302,295.2029,,,
42002.69,0.2290903,0.884357368,0.7918332,291.8769,,,
42002.69,0.2273263,0.877547798,0.7873318,295.3395,,,
42452.72,0.2273263,0.877547798,0.7918333,291.5754,,,
42502.72,0.2255684,0.870761776,0.8008209,292.0442,,,
42502.72,0.2255684,0.870761776,0.7918333,293.9572,,,
42502.72,0.2273263,0.877547798,0.7963347,293.9572,,,
42502.72,0.2255684,0.870761776,0.7963195,294.6289,,,
42502.72,0.2290903,0.884357368,0.7963195,290.8342,,,
42502.72,0.2255684,0.870761776,0.8008209,291.7985,,,
42502.72,0.2255684,0.870761776,0.7963195,292.1682,,,
42502.72,0.2255623,0.870738228,0.7963195,291.1893,,,
42502.72,0.2273263,0.877547798,0.8008209,291.1942,,,
42502.72,0.2273263,0.877547798,0.7963195,290.488,,,
42502.72,0.2255684,0.870761776,0.7963195,292.4107,,,
42496.23,0.2255684,0.870761776,0.7963347,293.5621,,,
42502.72,0.2255684,0.870761776,0.7963195,294.7651,,,
42496.23,0.2290903,0.884357368,0.8008209,295.4567,,,
42524.5,0.2273263,0.877547798,0.7963347,291.8604,,,
43002.75,0.2255684,0.870761776,0.8008209,291.4701,,,
43502.79,0.2238044,0.863952206,0.8098087,290.3154,,,
43508.48,0.2238044,0.863952206,0.8143101,292.6556,,,
43502.79,0.2238044,0.863952206,0.8098239,293.1853,,,
43502.79,0.2238044,0.863952206,0.8098239,290.2841,,,
43502.79,0.2238044,0.863952206,0.8143101,290.3999,,,
43502.79,0.2238044,0.863952206,0.8098239,290.1651,,,
43502.79,0.2255684,0.870761776,0.8053224,293.0519,,,
43508.48,0.2255684,0.870761776,0.8053224,292.6556,,,
43502.79,0.2255684,0.870761776,0.8098239,293.1853,,,
43502.79,0.2238044,0.863952206,0.8098239,290.2839,,,
43502.79,0.2238044,0.863952206,0.8098239,293.1852,,,
43502.79,0.2273263,0.877547798,0.8098239,289.3483,,,
43502.79,0.2238044,0.863952206,0.8098239,293.1852,,,
43502.79,0.2255623,0.870738228,0.8098239,294.1382,,,
43702.8,0.2255623,0.870738228,0.8188117,294.3444,,,
44002.82,0.2238044,0.863952206,0.8188117,292.4525,,,
43997.87,0.2273263,0.877547798,0.8188117,292.3203,,,
44002.82,0.2238044,0.863952206,0.8188117,289.5767,,,
44002.82,0.2238044,0.863952206,0.8233131,290.0561,,,
44002.82,0.2255684,0.870761776,0.8188117,292.3203,,,
44002.82,0.2238044,0.863952206,0.8188117,289.1117,,,
44002.82,0.2238044,0.863952206,0.8143101,292.4525,,,
44002.82,0.2238044,0.863952206,0.8188117,292.058,,,
44002.82,0.2255623,0.870738228,0.8188117,293.6735,,,
44002.82,0.2238044,0.863952206,0.8188117,289.5766,,,
44002.82,0.2238044,0.863952206,0.8188117,292.3204,,,
44002.82,0.2238044,0.863952206,0.8188117,292.3203,,,
44002.82,0.2255623,0.870738228,0.8188117,289.2257,,,
44002.82,0.2238044,0.863952206,0.8233131,292.5854,,,
44002.82,0.2238044,0.863952206,0.8188117,289.6948,,,
44252.83,0.2238044,0.863952206,0.8278146,289.1056,,,
44502.85,0.2220405,0.857143023,0.8278146,292.3774,,,
44509.82,0.2238044,0.863952206,0.8233131,292.243,,,
44502.85,0.2220405,0.857143023,0.8278146,292.1094,,,
44502.85,0.2238044,0.863952206,0.8233131,289.6976,,,
44502.85,0.2238044,0.863952206,0.8278146,289.1032,,,
44502.85,0.2220405,0.857143023,0.8278146,288.5205,,,
44502.85,0.2238044,0.863952206,0.8278146,291.0648,,,
44502.85,0.2238044,0.863952206,0.8233131,289.3402,,,
44502.85,0.2238044,0.863952206,0.8233131,289.1331,,,
44502.85,0.2238044,0.863952206,0.8233131,289.3381,,,
44502.85,0.2238044,0.863952206,0.8233131,289.6976,,,
44502.85,0.2238044,0.863952206,0.8233131,289.2194,,,
44509.82,0.2238044,0.863952206,0.832316,292.1094,,,
44502.85,0.2238044,0.863952206,0.8233131,291.5816,,,
44502.85,0.2238044,0.863952206,0.8233131,289.1032,,,
45002.88,0.2237983,0.863928659,0.8368175,287.2759,,,
45002.88,0.2220405,0.857143023,0.8368175,288.1811,,,
45002.88,0.2220405,0.857143023,0.8368175,292.5752,,,
45002.88,0.2220405,0.857143023,0.8368175,291.892,,,
45002.88,0.2220405,0.857143023,0.832316,288.9729,,,
45002.88,0.2238044,0.863952206,0.8368175,288.7365,,,
45002.88,0.2237983,0.863928659,0.8368175,288.1524,,,
45002.88,0.2220405,0.857143023,0.8368175,288.8851,,,
45002.88,0.2220405,0.857143023,0.832316,292.437,,,
45002.88,0.2220405,0.857143023,0.832316,288.5004,,,
45002.88,0.2238044,0.863952206,0.841319,290.9655,,,
45002.88,0.2238044,0.863952206,0.832316,288.648,,,
45010.5,0.2220405,0.857143023,0.8368175,292.2996,,,
45002.88,0.2238044,0.863952206,0.8368175,291.3584,,,
45002.88,0.2238044,0.863952206,0.8368175,290.9656,,,
45002.88,0.2238044,0.863952206,0.8458205,289.9482,,,
45502.91,0.2220405,0.857143023,0.8458205,290.9948,,,
45502.91,0.2220405,0.857143023,0.841319,291.128,,,
45502.91,0.2202765,0.850333453,0.841319,290.6,,,
45502.91,0.2220405,0.857143023,0.841319,291.3962,,,
45502.91,0.2220405,0.857143023,0.841319,291.9416,,,
45502.91,0.2220405,0.857143023,0.8368175,291.9416,,,
45502.91,0.2220405,0.857143023,0.841319,290.6,,,
45502.91,0.2220405,0.857143023,0.8458205,290.4699,,,
45502.91,0.2220405,0.857143023,0.841319,288.2422,,,
45511.16,0.2237983,0.863928659,0.8368175,292.2188,,,
45502.91,0.2220405,0.857143023,0.841319,292.6402,,,
45502.91,0.2202765,0.850333453,0.841319,288.1249,,,
45502.91,0.2220405,0.857143023,0.8458205,290.3404,,,
45502.91,0.2220405,0.857143023,0.8458205,287.66,,,
45511.16,0.2202765,0.850333453,0.841319,290.6001,,,
45502.91,0.2220405,0.857143023,0.841319,287.8036,,,
46011.84,0.2202765,0.850333453,0.850322,290.2255,,,
46002.95,0.2202765,0.850333453,0.850322,289.5786,,,
46000.05,0.2202765,0.850333453,0.8548235,290.0947,,,
46002.95,0.2202765,0.850333453,0.8548235,286.8441,,,
46002.95,0.2202765,0.850333453,0.850322,290.0947,,,
46002.95,0.2220405,0.857143023,0.8548235,287.5063,,,
46002.95,0.2220405,0.857143023,0.8548235,291.0258,,,
46002.95,0.2202765,0.850333453,0.850322,287.7685,,,
46002.95,0.2202765,0.850333453,0.8548235,287.1601,,,
46002.95,0.2202765,0.850333453,0.8503219,290.6223,,,
46002.95,0.2220405,0.857143023,0.8593249,287.5063,,,
46000.05,0.2238044,0.863952206,0.850322,290.357,,,
46002.95,0.2202765,0.850333453,0.850322,289.9646,,,
46002.95,0.2202765,0.850333453,0.850322,290.357,,,
46002.95,0.2220405,0.857143023,0.850322,291.2986,,,
46002.95,0.2220405,0.857143023,0.850322,287.5336,,,
46502.98,0.2220405,0.857143023,0.8593249,293.8387,,,
46502.98,0.2220405,0.857143023,0.8458205,288.4349,,,
46500.59,0.2202765,0.850333453,0.8593249,291.9875,,,
46502.98,0.2185125,0.843523883,0.8548235,289.5545,,,
46502.98,0.2220405,0.857143023,0.8593249,288.4349,,,
46502.98,0.2202765,0.850333453,0.850322,287.7068,,,
46502.98,0.2185125,0.843523883,0.8548235,282.7453,,,
46502.98,0.2185125,0.843523883,0.850322,288.4349,,,
46502.98,0.2220405,0.857143023,0.850322,288.435,,,
46502.98,0.2185125,0.843523883,0.8548235,288.4349,,,
46500.59,0.2202765,0.850333453,0.8458205,288.4349,,,
46502.98,0.2202765,0.850333453,0.8458205,288.4349,,,
46502.98,0.2202765,0.850333453,0.8548235,288.435,,,
46502.98,0.2185125,0.843523883,0.850322,288.435,,,
46502.98,0.2202765,0.850333453,0.8548235,288.4349,,,
46502.98,0.2220405,0.857143023,0.8593249,294.2417,,,
47003.01,0.2202765,0.850333453,0.8683126,289.0734,,,
47003.01,0.2202765,0.850333453,0.8683126,288.9569,,,
47003.01,0.2220344,0.857119475,0.8683126,291.5753,,,
47003.01,0.2185125,0.843523883,0.8683126,289.8963,,,
47003.01,0.2185125,0.843523883,0.8683126,286.7853,,,
47003.01,0.2220405,0.857143023,0.8683126,289.7781,,,
47003.01,0.2202765,0.850333453,0.8683126,288.8405,,,
47003.01,0.2202765,0.850333453,0.8683126,288.4927,,,
47003.01,0.2202765,0.850333453,0.8683126,288.7242,,,
47003.01,0.2202765,0.850333453,0.8683126,286.8975,,,
47003.01,0.2185125,0.843523883,0.8683126,286.5874,,,
47003.01,0.2185125,0.843523883,0.8683126,286.8114,,,
47003.01,0.2202765,0.850333453,0.8683126,289.5422,,,
47003.01,0.2202765,0.850333453,0.8683126,286.339,,,
47003.01,0.2185125,0.843523883,0.8683126,286.4502,,,
47003.01,0.2220405,0.857143023,0.8683126,286.2531,,,
47503.04,0.2185125,0.843523883,0.8728141,288.5436,,,
47503.04,0.2202765,0.850333453,0.8773003,289.753,,,
47503.04,0.2185125,0.843523883,0.8773003,288.3264,,,
47503.04,0.2202765,0.850333453,0.8728141,285.9915,,,
47503.04,0.2167486,0.836714699,0.8773003,288.4349,,,
47503.04,0.2185125,0.843523883,0.8773003,287.1714,,,
47503.04,0.2167486,0.836714699,0.8728141,285.5778,,,
47503.04,0.2202765,0.850333453,0.8728141,288.9806,,,
47503.04,0.2167486,0.836714699,0.8773003,288.4349,,,
47503.04,0.2185125,0.843523883,0.8728141,289.3104,,,
47503.04,0.2202765,0.850333453,0.8728141,288.6525,,,
47503.04,0.2185125,0.843523883,0.8728141,289.5313,,,
47503.04,0.2185125,0.843523883,0.8728141,285.8071,,,
47503.04,0.2185125,0.843523883,0.8728141,285.9915,,,
47503.04,0.2202765,0.850333453,0.8728141,289.2003,,,
47503.04,0.2202765,0.850333453,0.8728141,289.2002,,,
48003.07,0.2202765,0.850333453,0.8818018,288.0771,,,
48003.07,0.2185125,0.843523883,0.8773003,286,,,
48002.23,0.2167486,0.836714699,0.8818018,287.2679,,,
48003.07,0.2167486,0.836714699,0.8818018,286.6688,,,
48003.07,0.2167486,0.836714699,0.8818018,287.671,,,
48003.07,0.2167486,0.836714699,0.8818018,285.3934,,,
48003.07,0.2167486,0.836714699,0.8818018,287.1676,,,
48003.07,0.2167486,0.836714699,0.8773003,287.8737,,,
48003.07,0.2167486,0.836714699,0.8818018,285.6848,,,
48003.07,0.2202765,0.850333453,0.8773003,288.8983,,,
48002.23,0.2167486,0.836714699,0.8863033,288.3837,,,
48003.07,0.2167486,0.836714699,0.8773003,287.8736,,,
48002.23,0.2167486,0.836714699,0.8818018,287.0675,,,
48003.07,0.2167486,0.836714699,0.8818018,287.3684,,,
48003.07,0.2185125,0.843523883,0.8818018,287.9754,,,
48503.11,0.2185125,0.843523883,0.8908048,288.3379,,,
48503.11,0.2185125,0.843523883,0.8863033,285.6884,,,
48503.11,0.2167486,0.836714699,0.8908048,285.0657,,,
48503.11,0.2167486,0.836714699,0.8863033,287.5675,,,
48503.11,0.2167486,0.836714699,0.8908048,285.5962,,,
48503.11,0.2149907,0.829928677,0.8908048,288.1443,,,
48502.77,0.2149907,0.829928677,0.8908048,288.3379,,,
48503.11,0.2167486,0.836714699,0.8863033,285.6163,,,
48503.11,0.2149907,0.829928677,0.8908048,285.5042,,,
48503.11,0.2149907,0.829928677,0.8863033,288.241,,,
48503.11,0.2202765,0.850333453,0.8863033,287.1864,,,
48502.77,0.2149907,0.829928677,0.8863033,287.9514,,,
48503.11,0.2167486,0.836714699,0.8863033,287.0916,,,
48503.11,0.2185125,0.843523883,0.8863033,287.1865,,,
48503.11,0.2167486,0.836714699,0.8863033,285.8733,,,
48503.11,0.2185125,0.843523883,0.8953062,285.8012,,,
49003.14,0.2185125,0.843523883,0.8953062,285.5241,,,
49003.14,0.2167547,0.836738247,0.8953062,288.9592,,,
49003.14,0.2149907,0.829928677,0.8953062,288.7681,,,
49003.14,0.2167547,0.836738247,0.8953062,288.4825,,,
49003.14,0.2149907,0.829928677,0.8953062,288.5775,,,
49003.14,0.2167486,0.836714699,0.8953062,287.8215,,,
49003.14,0.2185186,0.843547431,0.8953062,285.0766,,,
49003.14,0.2167486,0.836714699,0.8998078,287.1682,,,
49003.14,0.2167486,0.836714699,0.8953062,288.1038,,,
49003.14,0.2149907,0.829928677,0.8953062,288.1982,,,
49003.14,0.2167486,0.836714699,0.8953062,285.9051,,,
49003.14,0.2167547,0.836738247,0.8953062,288.6968,,,
49003.14,0.2185125,0.843523883,0.8953062,288.0095,,,
49003.14,0.2149907,0.829928677,0.8953062,288.5775,,,
49003.14,0.2167547,0.836738247,0.8953062,288.5775,,,
49003.14,0.2149907,0.829928677,0.8953062,288.2928,,,
49503.17,0.2149907,0.829928677,0.9043092,289.9229,,,
49503.17,0.2167547,0.836738247,0.9043092,286.0599,,,
49503.17,0.2167486,0.836714699,0.9043092,289.2239,,,
49503.17,0.2167486,0.836714699,0.9043092,289.1247,,,
49503.17,0.2167547,0.836738247,0.8998078,289.1247,,,
49503.17,0.2167547,0.836738247,0.9043092,290.225,,,
49503.17,0.2149907,0.829928677,0.9043092,290.0233,,,
49503.17,0.2149907,0.829928677,0.9043092,290.0234,,,
49503.17,0.2167486,0.836714699,0.9043092,289.3232,,,
49503.17,0.2149907,0.829928677,0.9043092,290.4271,,,
49503.17,0.2167547,0.836738247,0.9043092,290.2249,,,
49503.17,0.2167547,0.836738247,0.9043092,290.2249,,,
49503.17,0.2149907,0.829928677,0.9043092,289.9229,,,
49503.17,0.2149907,0.829928677,0.9043092,287.0802,,,
49503.17,0.2149907,0.829928677,0.9043092,290.427,,,
50003.2,0.2149907,0.829928677,0.9088107,287.9813,,,
50003.2,0.2132267,0.823119107,0.9133122,288.5869,,,
50003.2,0.2132267,0.823119107,0.9088107,290.442,,,
50003.2,0.2149907,0.829928677,0.9088107,291.8169,,,
50003.2,0.2149907,0.829928677,0.9088107,292.1382,,,
50003.2,0.2132267,0.823119107,0.9133122,290.6514,,,
50003.2,0.2167547,0.836738247,0.9133122,291.9239,,,
50003.2,0.2149907,0.829928677,0.9088107,288.2832,,,
50003.2,0.2132267,0.823119107,0.9088107,290.8619,,,
